price,bedrooms,bathrooms,surface_area,latitude,longitude,furnished?,property_mortgaged?,city_Al Khoms,city_Benghazi,city_Misratah,city_Other,city_Tripoli,city_Zawiya,subcategory_Apartment,subcategory_House,subcategory_Villa,lister_type_Agent,lister_type_Landlord,lister_type_Owner,facade_Eastern,facade_Northeast,facade_Northern,facade_Northwest,facade_Southeast,facade_Southern,facade_Southwest,facade_Unknown,facade_Western
13.487007879880162,3.0,2.0,4.663439094112067,32.847191,13.125021,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.493928313146206,3.0,2.0,4.663439094112067,32.778309,13.264442,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.577639650232573,4.0,2.0,5.049856007249537,32.763538,13.181585,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.345838935721968,4.0,2.0,5.081404364984463,32.78106,13.07882,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.017005083966255,2.0,1.0,4.795790545596741,32.829285,13.102837,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25339339419516,3.0,2.0,5.017279836814924,32.851206,13.222921,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.384729180332174,2.0,1.0,4.795790545596741,32.816936,13.163482,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.017005083966255,2.0,2.0,4.61512051684126,32.781687,13.173064,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.560247968016562,2.0,2.0,4.836281906951478,32.80848,13.095013,False,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.100717685412471,4.0,2.0,5.170483995038151,32.77352,13.183477,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.304686600863562,3.0,2.0,5.303304908059076,32.119423,20.08679,False,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.128116509451258,3.0,2.0,4.795790545596741,32.769264,13.181019,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.235693848424024,4.0,2.0,5.111987788356544,32.871067,13.29159,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.017005083966255,5.0,3.0,5.198497031265826,32.880876,13.184259,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.384729180332174,3.0,3.0,4.983606621708336,32.022215,20.033055,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.017005083966255,3.0,1.0,5.14166355650266,32.803822,13.262916,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.384729180332174,4.0,2.0,4.948759890378168,32.768856,13.335288,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.765691290604371,4.0,3.0,5.25227342804663,31.900473,14.870237,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.45883704259595,2.0,2.0,5.017279836814924,32.86515,13.198338,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.567050480716235,3.0,2.0,5.017279836814924,32.707444,13.16207,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.388398368982115,4.0,3.0,5.198497031265826,32.844186,13.237216,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
